1,241.4263835,39.94611379,39.94611379
2,132.0189817,,
3,104.0738082,,
4,95.04352929,,
5,94.46359759,,
6,84.50109943,,
7,83.48321144,,
8,82.38211943,,
9,75.64398916,,
10,75.90899545,,
11,75.48229298,43.7771223,
12,71.42074817,,
13,69.90265886,,
14,69.31626178,,
15,68.68610072,,
16,68.62930936,,
17,65.85329835,,
18,64.78357254,,
19,64.80209808,,
20,64.35924267,,
21,59.09505233,41.69110432,
22,59.16517057,,
23,58.27599525,,
24,58.24758354,,
25,56.6104531,,
26,56.48205061,,
27,55.61607575,,
28,55.49825569,,
29,55.34240576,,
30,54.52182446,,
31,54.11484963,39.34456537,
32,53.53744743,,
33,53.31762151,,
34,53.39911494,,
35,52.92638497,,
36,52.66779848,,
37,52.86346974,,
38,51.46589969,,
39,51.53282777,,
40,51.80278181,,
41,51.64339351,36.97420604,
42,51.20696515,,
43,50.80194822,,
44,50.83654431,,
45,50.30609301,,
46,50.06762365,,
47,50.06679866,,
48,49.98198862,,
49,50.11135914,,
50,49.86350832,37.59545334,
