,Unnamed: 0,Hardness,Al,Co,Cr,Cu,Fe,Ni
0,188,790.0,0.44,0.14,0.22,0.05,0.09,0.06
1,141,558.0,0.265,0.147,0.147,0.147,0.147,0.147
2,64,454.0,0.1,0.0,0.35,0.26,0.05,0.24
3,144,695.0,0.2,0.267,0.267,0.0,0.267,0.0
4,58,657.0,0.411764706,0.147058824,0.147058824,0.147058824,0.147058824,0.0
5,205,841.0,0.47,0.17,0.16,0.05,0.1,0.05
6,163,665.0,0.238,0.238,0.238,0.0,0.05,0.238
7,67,720.0,0.25,0.25,0.25,0.0,0.25,0.0
8,10,538.0,0.179,0.205,0.205,0.0,0.205,0.205
9,5,567.0,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0
10,65,550.0,0.242,0.0,0.152,0.152,0.152,0.303
11,160,158.0,0.0,0.15,0.213,0.213,0.213,0.213
12,46,617.0,0.167,0.167,0.333,0.0,0.167,0.167
13,62,371.0,0.167,0.0,0.556,0.0,0.0,0.278
14,61,315.0,0.138,0.0,0.172,0.172,0.172,0.345
15,249,314.1,0.175,0.25,0.075,0.0,0.25,0.25
16,57,290.0,0.123,0.0,0.175,0.175,0.175,0.351
17,96,157.0,0.0,0.167,0.167,0.167,0.333,0.167
18,52,624.0,0.384615385,0.153846154,0.153846154,0.153846154,0.153846154,0.0
19,251,486.3,0.225,0.25,0.025,0.0,0.25,0.25
20,154,146.0,0.0,0.05,0.238,0.238,0.238,0.238
21,59,601.0,0.167,0.167,0.25,0.083,0.167,0.167
22,195,794.0,0.43,0.15,0.17,0.05,0.14,0.06
23,198,805.0,0.47,0.13,0.2,0.05,0.1,0.05
24,63,604.0,0.2,0.2,0.2,0.1,0.2,0.1
25,155,476.0,0.225,0.225,0.1,0.0,0.225,0.225
26,147,155.0,0.0,0.2,0.2,0.2,0.2,0.2
27,204,864.0,0.43,0.18,0.2,0.0,0.12,0.07
28,203,883.0,0.47,0.2,0.18,0.05,0.05,0.05
29,168,567.0,0.286,0.0,0.143,0.143,0.143,0.286
30,119,370.0,0.185,0.0,0.185,0.185,0.185,0.259
31,47,388.0,0.158,0.211,0.211,0.0,0.211,0.211
32,45,479.0,0.231,0.192,0.192,0.0,0.192,0.192
33,18,609.0,0.308,0.154,0.154,0.077,0.154,0.154
34,121,168.0,0.053,0.211,0.211,0.0,0.263,0.263
35,211,782.0,0.43,0.29,0.18,0.0,0.05,0.05
36,12,265.0,0.154,0.154,0.154,0.0,0.154,0.385
