,Unnamed: 0,Hardness,Al,Co,Cr,Cu,Fe,Ni
60,147,155.0,0.0,0.2,0.2,0.2,0.2,0.2
61,148,161.0,0.0,0.213,0.15,0.213,0.213,0.213
62,149,495.0,0.11,0.0,0.29,0.29,0.05,0.26
63,150,430.0,0.25,0.25,0.0,0.0,0.25,0.25
64,151,573.0,0.273,0.0,0.182,0.182,0.182,0.182
65,152,587.0,0.225,0.225,0.225,0.0,0.1,0.225
66,153,544.0,0.265,0.0,0.147,0.147,0.147,0.294
67,154,146.0,0.0,0.05,0.238,0.238,0.238,0.238
68,155,476.0,0.225,0.225,0.1,0.0,0.225,0.225
69,156,185.0,0.057,0.189,0.189,0.189,0.189,0.189
70,157,225.0,0.125,0.125,0.125,0.0,0.125,0.5
71,158,407.0,0.2,0.2,0.2,0.2,0.2,0.0
72,159,154.0,0.0,0.25,0.0,0.25,0.25,0.25
73,160,158.0,0.0,0.15,0.213,0.213,0.213,0.213
74,161,335.0,0.167,0.167,0.167,0.0,0.167,0.333
75,162,170.0,0.0,0.283,0.283,0.0,0.283,0.15
76,163,665.0,0.238,0.238,0.238,0.0,0.05,0.238
77,164,558.0,0.213,0.213,0.213,0.0,0.15,0.213
78,165,655.0,0.15,0.283,0.283,0.0,0.283,0.0
79,166,238.0,0.091,0.0,0.182,0.182,0.182,0.364
80,167,339.0,0.153,0.0,0.169,0.169,0.169,0.339
81,168,567.0,0.286,0.0,0.143,0.143,0.143,0.286
82,187,811.0,0.46,0.14,0.23,0.05,0.07,0.05
83,188,790.0,0.44,0.14,0.22,0.05,0.09,0.06
84,189,855.0,0.43,0.19,0.24,0.0,0.08,0.06
85,190,856.0,0.43,0.18,0.24,0.0,0.1,0.05
86,191,859.0,0.47,0.14,0.2,0.05,0.09,0.05
87,192,875.0,0.43,0.24,0.22,0.0,0.05,0.06
88,193,868.0,0.43,0.24,0.23,0.0,0.05,0.05
89,194,843.0,0.47,0.12,0.2,0.05,0.11,0.05
90,195,794.0,0.43,0.15,0.17,0.05,0.14,0.06
91,196,783.0,0.42,0.1,0.3,0.05,0.07,0.06
92,197,797.0,0.47,0.11,0.22,0.05,0.1,0.05
93,198,805.0,0.47,0.13,0.2,0.05,0.1,0.05
94,199,699.0,0.29,0.22,0.34,0.0,0.05,0.1
95,200,749.0,0.47,0.07,0.16,0.09,0.16,0.05
96,201,828.0,0.43,0.14,0.21,0.05,0.12,0.05
97,202,849.0,0.47,0.18,0.15,0.05,0.1,0.05
98,203,883.0,0.47,0.2,0.18,0.05,0.05,0.05
99,204,864.0,0.43,0.18,0.2,0.0,0.12,0.07
100,205,841.0,0.47,0.17,0.16,0.05,0.1,0.05
101,206,882.0,0.43,0.22,0.22,0.0,0.08,0.05
102,207,883.0,0.43,0.22,0.23,0.0,0.07,0.05
103,208,828.0,0.43,0.2,0.21,0.0,0.09,0.07
104,209,848.0,0.43,0.22,0.25,0.0,0.05,0.05
105,210,878.0,0.47,0.19,0.19,0.05,0.05,0.05
106,211,782.0,0.43,0.29,0.18,0.0,0.05,0.05
107,212,865.0,0.43,0.25,0.22,0.0,0.05,0.05
108,213,851.5,0.445,0.22,0.195,0.025,0.065,0.05
109,214,117.0,0.07,0.233,0.233,0.0,0.233,0.233
110,215,228.0,0.13,0.217,0.217,0.0,0.217,0.217
111,243,135.3,0.025,0.25,0.225,0.0,0.25,0.25
112,244,147.2,0.05,0.25,0.2,0.0,0.25,0.25
113,245,175.3,0.075,0.25,0.175,0.0,0.25,0.25
114,246,190.4,0.1,0.25,0.15,0.0,0.25,0.25
115,247,210.6,0.125,0.25,0.125,0.0,0.25,0.25
116,248,250.3,0.15,0.25,0.1,0.0,0.25,0.25
117,249,314.1,0.175,0.25,0.075,0.0,0.25,0.25
118,250,386.5,0.2,0.25,0.05,0.0,0.25,0.25
119,251,486.3,0.225,0.25,0.025,0.0,0.25,0.25
